"","Year","Month","SettlementPoint","AveragePrice"
"495",2018,12,"HB_SOUTH",30.0893010752688
"496",2018,12,"HB_WEST",29.9440053763441
"497",2018,12,"LZ_AEN",30.0947580645161
"498",2018,12,"LZ_CPS",30.3092204301075
"499",2018,12,"LZ_HOUSTON",30.4620698924731
"500",2018,12,"LZ_LCRA",30.5826612903226
"501",2018,12,"LZ_NORTH",31.1319489247312
"502",2018,12,"LZ_RAYBN",31.5535349462366
"503",2018,12,"LZ_SOUTH",32.1127284946237
"504",2018,12,"LZ_WEST",34.9808467741936
"505",2019,1,"HB_BUSAVG",24.5925672043011
"506",2019,1,"HB_HOUSTON",25.4260349462366
"507",2019,1,"HB_HUBAVG",24.6834005376344
"508",2019,1,"HB_NORTH",24.3326344086021
"509",2019,1,"HB_SOUTH",25.086061827957
"510",2019,1,"HB_WEST",23.8815456989247
"511",2019,1,"LZ_AEN",25.1079569892473
"512",2019,1,"LZ_CPS",26.7983333333333
"513",2019,1,"LZ_HOUSTON",25.5500806451613
"514",2019,1,"LZ_LCRA",24.9363037634409
"515",2019,1,"LZ_NORTH",24.3678360215054
"516",2019,1,"LZ_RAYBN",24.4114919354839
"517",2019,1,"LZ_SOUTH",27.0579032258065
"518",2019,1,"LZ_WEST",27.4615322580645
"519",2019,2,"HB_BUSAVG",21.186369047619
"520",2019,2,"HB_HOUSTON",21.5078125
"521",2019,2,"HB_HUBAVG",21.2506398809524
"522",2019,2,"HB_NORTH",20.8649553571429
"523",2019,2,"HB_SOUTH",22.1256398809524
"524",2019,2,"HB_WEST",20.4911607142857
"525",2019,2,"LZ_AEN",21.5138095238095
"526",2019,2,"LZ_CPS",24.110119047619
"527",2019,2,"LZ_HOUSTON",21.644255952381
"528",2019,2,"LZ_LCRA",21.6669791666667
"529",2019,2,"LZ_NORTH",20.8511458333333
"530",2019,2,"LZ_RAYBN",21.0662797619048
"531",2019,2,"LZ_SOUTH",23.7289583333333
"532",2019,2,"LZ_WEST",22.7989583333333
"533",2019,3,"HB_BUSAVG",27.5657200538358
